date,sex,industry_sic2007,decil_group,contents,year,value
2019-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2019,9.3
2020-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2020,9.2
2021-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2021,9.2
2022-12-31,Males,"Electricity, gas and steam",Decile 6,Average monthly earnings (per cent),2022,9.2
2016-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2016,55470
2017-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2017,57470
2018-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2018,59660
2019-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2019,62350
2020-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2020,62660
2021-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2021,66410
2022-12-31,Males,"Electricity, gas and steam",Decile 6,Boundaries monthly earnings (NOK),2022,69680
2016-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2016,47.9
2017-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2017,48.2
2018-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2018,47.9
2019-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2019,47.5
2020-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2020,46.9
2021-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2021,47
2022-12-31,Males,"Electricity, gas and steam",Decile 6,Average age (years),2022,46.8
2016-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2016,36.2
2017-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2017,36.5
2018-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2018,36.8
2019-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2019,36.7
2020-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2020,36.8
2021-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2021,36.7
2022-12-31,Males,"Electricity, gas and steam",Decile 6,Average contractual working hours per week (hours),2022,36.8
2016-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2016,58460
2017-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2017,60540
2018-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2018,62820
2019-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2019,65460
2020-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2020,65950
2021-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2021,69680
2022-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (NOK),2022,73290
2016-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2016,10.3
2017-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2017,10.2
2018-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2018,10.2
2019-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2019,10.2
2020-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2020,10.2
2021-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2021,10.1
2022-12-31,Males,"Electricity, gas and steam",Decile 7,Average monthly earnings (per cent),2022,10.1
2016-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2016,61750
2017-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2017,63990
2018-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2018,66270
2019-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2019,68960
2020-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2020,69470
2021-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2021,73240
2022-12-31,Males,"Electricity, gas and steam",Decile 7,Boundaries monthly earnings (NOK),2022,77190
2016-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2016,48.8
2017-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2017,48.7
2018-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2018,49.1
2019-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2019,48.7
2020-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2020,48.6
2021-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2021,48.8
2022-12-31,Males,"Electricity, gas and steam",Decile 7,Average age (years),2022,47.9
2016-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2016,36.3
2017-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2017,36.7
2018-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2018,36.6
2019-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2019,36.8
2020-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2020,36.7
2021-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2021,36.9
2022-12-31,Males,"Electricity, gas and steam",Decile 7,Average contractual working hours per week (hours),2022,36.8
2016-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2016,65810
2017-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2017,67800
2018-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2018,70420
2019-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2019,73240
2020-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2020,73840
2021-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2021,77620
2022-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (NOK),2022,82080
2016-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2016,11.5
2017-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2017,11.5
2018-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2018,11.5
2019-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2019,11.5
2020-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2020,11.4
2021-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2021,11.3
2022-12-31,Males,"Electricity, gas and steam",Decile 8,Average monthly earnings (per cent),2022,11.4
2016-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2016,70310
2017-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2017,72310
2018-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2018,75060
2019-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2019,78230
2020-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2020,78680
2021-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2021,82620
2022-12-31,Males,"Electricity, gas and steam",Decile 8,Boundaries monthly earnings (NOK),2022,87800
2016-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2016,48.7
2017-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2017,49
2018-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2018,49.3
2019-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2019,49.3
2020-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2020,49.3
2021-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2021,49.2
2022-12-31,Males,"Electricity, gas and steam",Decile 8,Average age (years),2022,49.4
2016-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2016,36.5
2017-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2017,36.6
2018-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2018,36.8
2019-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2019,36.9
2020-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2020,36.7
2021-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2021,36.7
2022-12-31,Males,"Electricity, gas and steam",Decile 8,Average contractual working hours per week (hours),2022,36.8
2016-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2016,76080
2017-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2017,78050
2018-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2018,81160
2019-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2019,84420
2020-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2020,84970
2021-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2021,89410
2022-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (NOK),2022,95350
2016-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2016,13.4
2017-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2017,13.2
2018-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2018,13.2
2019-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2019,13.2
2020-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2020,13.1
2021-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2021,13
2022-12-31,Males,"Electricity, gas and steam",Decile 9,Average monthly earnings (per cent),2022,13.2
2016-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2016,83420
2017-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2017,85750
2018-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2018,88800
2019-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2019,92120
2020-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2020,92810
2021-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2021,98320
2022-12-31,Males,"Electricity, gas and steam",Decile 9,Boundaries monthly earnings (NOK),2022,105000
2016-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2016,50
2017-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2017,50.2
2018-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2018,50.6
2019-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2019,50.6
2020-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2020,50.8
2021-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2021,51.5
2022-12-31,Males,"Electricity, gas and steam",Decile 9,Average age (years),2022,50.9
2016-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2016,37
2017-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2017,36.9
2018-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2018,37
2019-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2019,37
2020-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2020,36.9
2021-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2021,36.9
2022-12-31,Males,"Electricity, gas and steam",Decile 9,Average contractual working hours per week (hours),2022,36.8
2016-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2016,108880
2017-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2017,112130
2018-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2018,117300
2019-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2019,123430
2020-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2020,127150
2021-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2021,139250
2022-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (NOK),2022,147100
2016-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2016,19.1
2017-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2017,19
2018-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2018,19.1
2019-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2019,19.3
2020-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2020,19.6
2021-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2021,20.3
2022-12-31,Males,"Electricity, gas and steam",Decile 10,Average monthly earnings (per cent),2022,20.3
2016-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2016,NA
2017-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2017,NA
2018-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2018,NA
2019-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2019,NA
2020-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2020,NA
2021-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2021,NA
2022-12-31,Males,"Electricity, gas and steam",Decile 10,Boundaries monthly earnings (NOK),2022,NA
2016-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2016,51.6
2017-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2017,51.7
2018-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2018,51.6
2019-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2019,52
2020-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2020,52
2021-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2021,52
2022-12-31,Males,"Electricity, gas and steam",Decile 10,Average age (years),2022,52
2016-12-31,Males,"Electricity, gas and steam",Decile 10,Average contractual working hours per week (hours),2016,37
2017-12-31,Males,"Electricity, gas and steam",Decile 10,Average contractual working hours per week (hours),2017,37
2018-12-31,Males,"Electricity, gas and steam",Decile 10,Average contractual working hours per week (hours),2018,36.9
