sex,industry_sic2007,decil_group,contents,year,value
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2018,36.1
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2019,36.4
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2020,36
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2021,36.7
Males,"Electricity, gas and steam",Percentile 100,Average contractual working hours per week (hours),2022,36.7
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2016,55750
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2017,57940
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2018,60170
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2019,61390
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2020,62150
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2021,65000
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (NOK),2022,68350
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2016,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2017,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2018,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2019,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2020,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2021,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Average monthly earnings (per cent),2022,1.4
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2016,56550
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2017,58500
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2018,60860
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2019,62160
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2020,62680
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2021,65700
Males,"Water supply, sewerage, waste",Percentile 91,Boundaries monthly earnings (NOK),2022,69390
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2016,48.7
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2017,48.8
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2018,49.3
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2019,50.1
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2020,48.3
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2021,48.9
Males,"Water supply, sewerage, waste",Percentile 91,Average age (years),2022,49.3
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2016,32.6
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2017,35.4
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2018,35.7
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2019,33.7
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2020,33.7
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2021,33.4
Males,"Water supply, sewerage, waste",Percentile 91,Average contractual working hours per week (hours),2022,34.3
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2016,57400
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2017,59400
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2018,61760
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2019,62990
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2020,63630
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2021,66620
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (NOK),2022,70170
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2016,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2017,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2018,1.5
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2019,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2020,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2021,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Average monthly earnings (per cent),2022,1.4
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2016,58330
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2017,60200
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2018,62500
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2019,63980
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2020,64700
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2021,67500
Males,"Water supply, sewerage, waste",Percentile 92,Boundaries monthly earnings (NOK),2022,70830
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2016,49.5
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2017,50.3
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2018,49.3
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2019,48.5
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2020,50.1
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2021,49.5
Males,"Water supply, sewerage, waste",Percentile 92,Average age (years),2022,47.3
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2016,34.3
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2017,32.8
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2018,34.4
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2019,33.6
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2020,34.7
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2021,35.3
Males,"Water supply, sewerage, waste",Percentile 92,Average contractual working hours per week (hours),2022,36.2
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2016,59000
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2017,61300
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2018,63640
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2019,65070
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2020,65820
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2021,68610
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (NOK),2022,71840
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2016,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2017,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2018,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2019,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2020,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2021,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Average monthly earnings (per cent),2022,1.5
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2016,60000
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2017,62350
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2018,64920
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2019,66520
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2020,66880
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2021,69630
Males,"Water supply, sewerage, waste",Percentile 93,Boundaries monthly earnings (NOK),2022,72920
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2016,48.9
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2017,49.8
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2018,50.1
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2019,49.9
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2020,49
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2021,50.7
Males,"Water supply, sewerage, waste",Percentile 93,Average age (years),2022,50.2
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2016,32.1
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2017,33.5
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2018,32.7
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2019,34.3
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2020,34.2
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2021,35.1
Males,"Water supply, sewerage, waste",Percentile 93,Average contractual working hours per week (hours),2022,34.7
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2016,61100
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2017,63470
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2018,66010
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2019,67450
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2020,67970
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2021,70830
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (NOK),2022,74390
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2016,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2017,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2018,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2019,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2020,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2021,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Average monthly earnings (per cent),2022,1.5
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2016,62500
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2017,64890
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2018,67170
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2019,68750
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2020,69170
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2021,72080
Males,"Water supply, sewerage, waste",Percentile 94,Boundaries monthly earnings (NOK),2022,75670
Males,"Water supply, sewerage, waste",Percentile 94,Average age (years),2016,49
Males,"Water supply, sewerage, waste",Percentile 94,Average age (years),2017,51.3
Males,"Water supply, sewerage, waste",Percentile 94,Average age (years),2018,50.8
Males,"Water supply, sewerage, waste",Percentile 94,Average age (years),2019,50.3
